EnrollmentID,LearnerID,CourseID,InstructorID,DateID,EnrollmentSource,EnrollmentStatus,CompletionDate,TimeSpentDays,CreatedDate,ApplicationDate
21140,5083,152,81,1438,Referral,In Progress,9/23/2025,23,1/13/2023,12/7/2023 10:13
21141,16756,69,486,1535,LinkedIn,Dropped,7/6/2023,146,10/10/2025,3/13/2024 20:11
21142,15491,196,308,115,Direct,Completed,6/26/2024,29,12/15/2021,4/10/2020 7:54
21143,14365,170,56,84,Direct,Dropped,9/14/2021,154,1/5/2023,3/21/2020 19:03
21144,10299,49,306,1715,AdWords,Dropped,11/24/2020,133,3/10/2024,9/5/2024 4:57
21145,17652,96,119,1520,LinkedIn,In Progress,5/25/2022,159,5/27/2022,2/26/2024 1:43
21146,13096,30,64,1664,Referral,Dropped,5/16/2021,134,3/8/2024,7/16/2024 11:20
21147,18180,69,191,2166,Referral,In Progress,9/11/2022,46,3/18/2024,12/1/2025 1:16
21148,10750,130,416,711,Direct,Completed,2/13/2021,83,7/23/2024,12/7/2021 5:28
21149,10938,57,164,1868,AdWords,Completed,4/10/2022,155,12/23/2025,2/9/2025 21:50
21150,539,115,270,46,AdWords,In Progress,5/19/2022,80,7/17/2020,2/8/2020 18:15
21151,14959,86,120,93,Referral,Completed,2/14/2022,51,9/4/2020,3/29/2020 11:17
21152,10814,14,154,188,Direct,Completed,10/3/2020,117,3/4/2023,6/26/2020 12:37
21153,19732,31,60,58,Referral,Dropped,12/6/2020,58,11/7/2022,2/26/2020 16:40
21154,2957,130,210,1424,AdWords,Dropped,10/17/2021,150,4/11/2020,11/18/2023 11:57
21155,4096,6,468,1564,Direct,Completed,3/19/2024,98,11/4/2025,3/31/2024 2:50
21156,5834,85,139,1022,LinkedIn,Dropped,10/9/2020,49,8/19/2025,10/4/2022 23:43
21157,6215,155,447,1015,AdWords,Dropped,9/11/2023,101,3/13/2023,10/3/2022 7:10
21158,5409,6,268,1300,LinkedIn,Dropped,2/27/2025,173,12/8/2022,7/15/2023 15:31
21159,4356,21,457,139,LinkedIn,In Progress,4/10/2022,105,4/5/2020,5/18/2020 3:27
21160,12414,5,170,889,LinkedIn,Dropped,5/18/2024,153,1/2/2024,6/1/2022 23:15
21161,1321,191,239,1049,Direct,Dropped,4/27/2021,109,9/3/2024,11/6/2022 12:33
21162,2089,1,139,1728,Direct,In Progress,6/21/2022,137,12/2/2022,9/18/2024 7:49
21163,16801,108,216,38,Direct,Completed,4/13/2023,114,5/14/2022,2/7/2020 0:29
21164,16904,189,189,615,Referral,In Progress,10/12/2020,31,7/4/2024,9/5/2021 2:37
21165,5458,90,19,71,AdWords,Dropped,4/14/2023,110,9/24/2023,3/8/2020 0:57
21166,6792,132,349,1532,Direct,Dropped,8/7/2022,105,12/10/2020,2/27/2024 14:21
21167,743,136,231,1776,AdWords,In Progress,4/16/2024,89,11/18/2023,11/7/2024 17:04
21168,2745,191,185,1406,Referral,Dropped,2/8/2023,17,3/18/2023,11/5/2023 19:08
21169,9170,24,104,733,Direct,In Progress,9/7/2021,142,6/30/2023,12/26/2021 2:12
21170,7798,119,76,1892,LinkedIn,Completed,5/29/2022,31,6/17/2024,3/5/2025 14:38
21171,4321,67,121,775,Referral,In Progress,9/28/2024,70,3/1/2021,2/11/2022 21:22
21172,10629,91,277,381,LinkedIn,In Progress,5/23/2020,137,9/23/2024,1/2/2021 4:26
21173,10816,29,22,76,Direct,In Progress,6/27/2025,70,3/19/2020,3/13/2020 20:31
21174,8778,187,100,816,AdWords,Dropped,9/5/2021,24,1/17/2021,3/18/2022 9:30
21175,7491,85,484,1486,LinkedIn,Completed,8/23/2023,174,3/6/2021,1/16/2024 6:32
21176,9699,135,396,1346,Referral,In Progress,10/1/2025,138,1/16/2024,9/7/2023 22:41
21177,16678,194,192,1243,AdWords,Completed,2/17/2023,161,10/14/2024,5/20/2023 7:25
21178,15052,175,38,1719,LinkedIn,Dropped,10/11/2020,30,5/9/2022,9/3/2024 2:17
21179,3467,39,271,806,LinkedIn,Completed,6/24/2024,86,3/2/2021,3/2/2022 17:11
21180,11394,76,123,2057,AdWords,In Progress,10/10/2025,52,12/7/2022,8/5/2025 16:02
21181,7073,49,383,1420,Direct,Dropped,7/23/2023,35,4/18/2022,11/16/2023 15:04
21182,18338,173,137,1057,Direct,In Progress,11/15/2022,71,3/9/2023,11/16/2022 21:13
21183,13667,105,201,714,AdWords,Dropped,1/19/2023,39,5/22/2022,12/7/2021 12:58
21184,14474,46,138,551,LinkedIn,Dropped,6/13/2021,11,8/5/2022,6/20/2021 3:46
21185,586,49,62,672,AdWords,In Progress,4/10/2024,94,8/5/2023,10/29/2021 2:11
21186,5437,163,484,109,LinkedIn,In Progress,6/7/2023,32,7/14/2023,4/11/2020 10:03
21187,2534,36,314,1391,LinkedIn,In Progress,1/24/2023,20,7/26/2025,10/13/2023 1:55
21188,6235,9,40,324,AdWords,Dropped,1/5/2024,110,10/9/2020,11/9/2020 17:15
21189,4812,119,24,408,AdWords,Completed,3/27/2025,93,2/21/2024,2/4/2021 3:10
21190,1842,61,159,713,AdWords,Dropped,9/27/2024,151,10/11/2023,12/5/2021 16:35
21191,8065,190,358,974,AdWords,Dropped,10/27/2023,111,5/8/2023,8/30/2022 5:37
21192,9087,152,244,1978,Direct,Completed,2/9/2025,63,6/13/2025,5/29/2025 9:56
21193,19885,125,12,1941,LinkedIn,Completed,11/18/2025,31,11/10/2024,4/24/2025 10:47
21194,3171,94,233,1860,AdWords,In Progress,5/4/2024,57,7/27/2023,1/30/2025 4:01
21195,17321,30,169,168,LinkedIn,In Progress,2/13/2021,12,5/3/2023,6/2/2020 17:12
21196,4326,93,184,2086,Referral,Completed,10/9/2021,116,7/1/2022,9/2/2025 9:07
21197,1604,58,368,1043,AdWords,Completed,8/31/2024,54,5/5/2020,11/4/2022 8:43
21198,12098,85,259,1851,Direct,Dropped,6/3/2025,72,6/22/2023,1/14/2025 15:20
21199,1871,124,446,490,AdWords,In Progress,6/14/2020,171,7/18/2021,5/4/2021 9:25
21200,6000,152,424,2135,Direct,Dropped,3/15/2021,36,8/8/2024,10/28/2025 9:37
21201,12540,84,441,928,AdWords,Dropped,6/14/2022,100,7/15/2023,7/15/2022 3:34
21202,509,192,410,459,AdWords,In Progress,7/31/2025,31,4/25/2023,4/3/2021 20:14
21203,7808,29,403,1531,AdWords,Completed,8/26/2020,153,3/7/2024,3/9/2024 23:39
21204,18953,67,404,660,Referral,Dropped,2/4/2025,179,12/31/2023,10/7/2021 13:29
21205,13159,98,327,230,Direct,Dropped,2/6/2023,162,7/7/2021,8/5/2020 7:01
21206,18517,187,489,1466,Referral,Completed,2/28/2023,119,4/28/2020,1/1/2024 0:15
21207,851,153,138,1603,AdWords,Completed,9/12/2024,99,12/21/2020,5/13/2024 15:12
21208,9761,150,111,1224,AdWords,Completed,1/25/2022,42,8/24/2024,4/30/2023 16:00
21209,5380,92,447,1847,LinkedIn,Completed,9/8/2021,73,1/2/2022,1/19/2025 9:42
21210,12985,15,7,2048,Referral,Dropped,1/23/2021,128,3/13/2022,8/8/2025 5:27
21211,1126,60,171,1805,LinkedIn,Dropped,12/19/2025,78,3/17/2022,12/7/2024 6:00
21212,9916,105,302,704,AdWords,Completed,5/20/2020,81,7/21/2025,11/28/2021 17:39
21213,7448,77,96,1912,Direct,Completed,9/24/2025,119,3/28/2023,3/16/2025 1:33
21214,3583,4,433,2175,Direct,Dropped,5/1/2020,161,10/25/2021,12/12/2025 20:12
21215,3140,20,138,1876,Referral,Dropped,9/22/2025,118,10/5/2023,2/18/2025 8:52
21216,17558,45,16,2051,AdWords,Dropped,12/24/2021,57,12/3/2024,7/30/2025 4:01
21217,1364,132,458,651,AdWords,Completed,9/29/2025,40,10/16/2021,9/29/2021 7:58
21218,11689,142,96,648,Direct,In Progress,5/30/2024,167,1/25/2021,9/26/2021 23:03
21219,6468,111,371,637,Referral,In Progress,3/9/2025,17,3/16/2022,9/23/2021 4:24
21220,3592,92,13,290,Referral,Dropped,7/15/2025,95,4/14/2021,10/14/2020 23:33
21221,11576,66,496,989,LinkedIn,Completed,8/21/2025,43,6/8/2025,9/15/2022 14:12
21222,11942,11,272,1804,LinkedIn,In Progress,2/28/2024,80,2/23/2022,11/25/2024 7:35
21223,7164,58,311,1236,Referral,Dropped,2/10/2024,13,7/22/2023,5/8/2023 4:31
21224,13666,184,191,1978,Referral,In Progress,6/26/2024,149,5/10/2024,5/28/2025 4:57
21225,16120,181,141,28,AdWords,Completed,5/3/2021,106,1/12/2022,1/16/2020 19:20
21226,17869,57,492,548,LinkedIn,Completed,10/31/2025,104,12/27/2022,7/1/2021 16:25
21227,3296,50,243,790,AdWords,Completed,12/25/2023,162,2/25/2023,2/28/2022 8:14
21228,4359,69,267,442,LinkedIn,Completed,12/24/2022,65,6/28/2021,3/6/2021 1:28
21229,11435,93,382,1436,Direct,In Progress,12/5/2025,49,12/10/2024,12/5/2023 0:25
21230,15826,99,14,876,Referral,Dropped,12/12/2024,123,9/7/2025,5/16/2022 21:20
21231,5787,161,175,1486,Direct,In Progress,2/18/2021,92,6/24/2021,1/18/2024 20:11
21232,4763,132,77,1560,Referral,Dropped,9/27/2025,114,5/13/2023,4/7/2024 10:11
21233,10400,15,311,638,Direct,Completed,4/28/2024,95,12/23/2021,9/19/2021 14:04
21234,4797,20,210,1384,Referral,Completed,7/29/2022,126,9/8/2021,10/14/2023 0:41
21235,11092,28,421,1450,LinkedIn,In Progress,7/4/2021,49,5/31/2025,12/6/2023 6:25
21236,881,96,289,1218,Direct,Dropped,9/2/2024,39,5/3/2021,4/22/2023 22:31
21237,6670,60,486,1292,Direct,In Progress,7/23/2023,144,2/28/2024,7/5/2023 18:01
21238,8526,142,34,135,Direct,In Progress,1/29/2022,56,7/3/2025,5/5/2020 23:07
21239,18688,106,328,266,Direct,Dropped,8/28/2022,174,9/27/2025,9/13/2020 14:26
21240,14370,18,336,654,LinkedIn,In Progress,12/10/2021,102,12/18/2024,10/8/2021 5:36
21241,468,10,397,1018,AdWords,In Progress,7/10/2021,103,3/7/2021,10/3/2022 19:53
21242,1626,12,302,149,AdWords,Dropped,9/15/2022,111,12/11/2022,5/23/2020 9:07
21243,15564,12,271,299,Direct,Completed,8/28/2024,157,8/12/2023,10/14/2020 11:23
21244,8029,34,26,592,Direct,Completed,7/26/2020,74,11/18/2022,8/4/2021 12:12
21245,16953,74,315,502,Direct,Completed,8/25/2025,127,3/22/2024,5/13/2021 14:28
21246,8100,12,19,1370,LinkedIn,In Progress,4/16/2023,160,2/2/2022,9/29/2023 18:12
21247,17340,39,485,845,AdWords,Completed,9/16/2021,71,3/31/2025,4/24/2022 16:57
21248,2616,30,492,1222,Direct,Completed,1/10/2021,163,1/18/2025,4/26/2023 12:22
21249,7786,169,266,694,Direct,Dropped,10/19/2021,176,3/3/2020,11/22/2021 1:46
21250,5303,183,380,1181,AdWords,Completed,1/31/2025,77,10/4/2022,3/15/2023 17:14
21251,1098,25,218,373,AdWords,In Progress,7/13/2023,81,10/1/2025,12/25/2020 10:23
21252,15964,22,168,1522,AdWords,In Progress,5/25/2020,83,1/25/2025,2/22/2024 4:57
21253,18081,122,346,1940,LinkedIn,Completed,10/29/2025,82,2/12/2024,4/19/2025 3:42
21254,14274,200,87,1035,LinkedIn,Dropped,5/29/2023,152,6/14/2023,10/19/2022 1:22
21255,16408,63,407,1199,LinkedIn,Dropped,2/24/2025,57,3/5/2023,4/8/2023 15:09
21256,5992,23,79,95,Direct,Completed,5/29/2022,107,12/29/2022,3/31/2020 6:37
21257,112,146,453,1842,Referral,Completed,1/24/2025,119,12/28/2024,1/15/2025 7:04
21258,19552,120,157,1329,AdWords,In Progress,5/21/2023,46,10/19/2020,8/12/2023 7:04
21259,10967,128,81,2028,Referral,Completed,7/29/2020,77,6/27/2020,7/20/2025 1:30
21260,16268,155,386,1409,Referral,Completed,6/24/2021,113,6/5/2024,11/6/2023 14:39
21261,2994,15,290,1427,LinkedIn,In Progress,6/12/2025,166,3/15/2023,11/13/2023 4:00
21262,13541,156,72,1558,Referral,Completed,4/1/2025,87,4/7/2020,4/4/2024 18:01
21263,1211,148,236,1626,Referral,In Progress,6/19/2020,90,3/29/2022,6/3/2024 9:48
21264,437,3,184,894,Referral,Dropped,8/4/2022,178,4/7/2023,6/5/2022 8:28
21265,17347,96,473,209,LinkedIn,Dropped,7/23/2025,69,4/5/2022,7/16/2020 21:57
21266,6518,97,409,1229,Direct,Completed,9/6/2020,83,3/6/2021,5/2/2023 19:06
21267,633,79,319,193,AdWords,Completed,10/22/2024,35,5/21/2023,7/5/2020 7:28
21268,7567,63,112,298,Direct,Completed,2/24/2020,31,2/27/2021,10/10/2020 4:56
21269,18414,135,430,737,Direct,Completed,10/31/2025,140,4/1/2023,12/27/2021 18:54
21270,13768,79,128,302,LinkedIn,Completed,3/26/2021,76,7/21/2025,10/14/2020 12:08
21271,2246,49,308,207,Referral,In Progress,8/19/2022,107,5/5/2020,7/19/2020 13:35
21272,3447,90,177,525,AdWords,Completed,12/26/2021,79,9/2/2025,5/25/2021 7:06
21273,19806,124,482,320,Referral,In Progress,12/26/2025,61,8/31/2025,11/8/2020 15:27
21274,13016,19,473,2160,LinkedIn,In Progress,10/24/2020,138,6/30/2024,11/16/2025 21:09
21275,13373,144,363,993,Referral,In Progress,10/26/2022,53,6/4/2020,9/10/2022 4:15
21276,14644,95,89,421,LinkedIn,Completed,8/6/2023,12,3/12/2023,2/18/2021 0:09
21277,12667,75,447,1388,Direct,In Progress,11/28/2024,38,12/30/2025,10/10/2023 18:38
21278,5149,36,263,945,Direct,Completed,5/23/2023,115,3/17/2022,8/1/2022 22:57
21279,4367,36,317,1278,Referral,Completed,5/1/2024,103,3/10/2023,6/28/2023 18:25
21280,18884,142,286,572,AdWords,Completed,10/26/2023,59,4/14/2020,7/11/2021 16:33
21281,16512,128,366,36,LinkedIn,Dropped,2/23/2023,134,9/22/2023,1/26/2020 23:33
21282,1758,101,200,1538,Direct,Dropped,3/19/2020,18,6/12/2024,3/12/2024 22:39
21283,19077,100,396,1942,LinkedIn,Dropped,9/24/2020,157,10/1/2021,4/23/2025 20:13
21284,10069,72,207,1566,Referral,In Progress,8/9/2023,17,11/18/2024,3/31/2024 9:17
21285,1178,143,12,1786,Referral,In Progress,11/4/2024,154,9/11/2023,11/18/2024 4:00
21286,5163,160,219,682,Direct,In Progress,12/10/2021,129,12/3/2023,10/29/2021 21:16
21287,8310,39,171,825,AdWords,In Progress,2/23/2022,61,3/9/2020,3/30/2022 6:48
21288,16157,160,97,2066,LinkedIn,In Progress,6/15/2021,127,11/24/2021,8/27/2025 15:21
21289,14813,124,162,457,AdWords,Completed,8/17/2023,143,8/13/2020,3/19/2021 2:36
21290,18346,73,136,1878,AdWords,In Progress,11/23/2025,178,11/28/2023,2/20/2025 11:15
21291,8061,126,2,1894,LinkedIn,Completed,7/7/2021,74,8/24/2024,3/4/2025 13:06
21292,6462,18,201,236,LinkedIn,Dropped,4/26/2024,96,3/30/2025,8/23/2020 19:14
21293,16090,118,362,1108,AdWords,Dropped,3/27/2024,26,6/23/2022,1/3/2023 0:50
21294,9659,77,189,21,Referral,In Progress,7/7/2021,174,9/3/2024,1/14/2020 6:20
21295,12485,177,298,652,Referral,Completed,8/14/2021,92,10/20/2024,10/12/2021 17:01
21296,16800,78,427,286,LinkedIn,Dropped,12/5/2023,152,8/23/2021,10/7/2020 22:58
21297,403,176,386,582,AdWords,Dropped,11/7/2023,117,5/27/2024,7/26/2021 21:47
21298,12533,62,447,1524,Referral,In Progress,5/17/2024,44,4/21/2022,2/23/2024 3:24
21299,17855,150,10,2108,Direct,In Progress,5/26/2023,52,3/10/2020,10/4/2025 15:08
21300,5879,54,12,145,LinkedIn,Completed,3/3/2024,51,10/28/2022,5/15/2020 10:19
21301,19461,45,327,607,AdWords,In Progress,7/29/2022,70,9/15/2020,8/18/2021 17:49
21302,10774,171,126,585,AdWords,In Progress,4/12/2021,134,1/10/2021,7/27/2021 22:09
21303,1052,48,277,2168,LinkedIn,In Progress,5/3/2023,59,8/27/2023,12/4/2025 15:55
21304,16297,48,272,1574,AdWords,In Progress,6/26/2025,177,12/27/2023,4/22/2024 6:51
21305,17353,86,197,1586,Direct,Dropped,11/9/2025,84,10/19/2025,4/21/2024 20:20
21306,13555,133,444,278,Referral,Completed,4/2/2020,59,7/20/2023,9/21/2020 2:03
21307,528,56,422,1116,AdWords,Dropped,1/2/2024,25,4/5/2020,1/18/2023 4:29
21308,16098,196,432,1152,Referral,Completed,11/10/2025,136,5/18/2025,2/13/2023 17:33
21309,13165,89,83,1965,AdWords,Completed,4/16/2025,173,1/10/2021,5/7/2025 16:29
21310,17227,123,256,1218,AdWords,Completed,12/6/2024,91,4/9/2025,4/29/2023 0:13
21311,13642,199,126,266,AdWords,In Progress,9/13/2020,74,10/1/2024,9/21/2020 15:21
21312,624,22,490,690,Referral,In Progress,7/5/2025,57,4/3/2021,11/9/2021 14:00
21313,6437,44,385,405,AdWords,Dropped,10/5/2020,174,4/16/2021,2/7/2021 12:59
21314,8070,53,201,1724,LinkedIn,Completed,5/15/2023,43,2/5/2024,9/18/2024 6:07
21315,17540,30,194,1632,Referral,Completed,6/25/2022,169,10/11/2022,6/9/2024 2:10
21316,3196,35,370,258,Referral,Dropped,8/18/2021,151,9/21/2023,9/14/2020 23:00
21317,13842,62,70,2013,Direct,Completed,7/1/2022,86,2/6/2021,6/26/2025 22:04
21318,14703,8,164,1594,AdWords,Completed,11/16/2020,157,1/28/2020,5/11/2024 12:56
21319,10167,10,115,1472,Direct,In Progress,1/9/2020,177,1/7/2022,1/6/2024 15:44
21320,6313,78,93,2011,LinkedIn,Dropped,6/15/2020,102,1/31/2025,7/1/2025 22:48
21321,10668,104,221,271,Referral,Dropped,10/30/2021,170,10/12/2022,9/18/2020 0:09
21322,18328,156,18,778,AdWords,Completed,8/21/2021,50,5/19/2022,2/12/2022 0:54
21323,12142,84,482,738,LinkedIn,In Progress,2/22/2025,110,2/9/2025,1/7/2022 15:38
21324,12883,32,385,2136,LinkedIn,Dropped,4/22/2024,16,7/17/2024,10/29/2025 1:12
21325,15311,168,284,639,Direct,In Progress,12/7/2020,38,5/19/2021,9/18/2021 17:20
21326,6982,153,303,1571,AdWords,Dropped,2/10/2025,12,3/23/2023,4/16/2024 20:35
21327,3495,158,175,493,LinkedIn,Dropped,4/24/2021,48,2/12/2025,4/29/2021 22:56
21328,11931,40,136,531,Referral,In Progress,5/26/2024,90,5/9/2021,6/11/2021 17:52
21329,19753,125,223,1340,LinkedIn,Dropped,1/16/2020,92,5/21/2020,8/19/2023 4:44
21330,11296,180,226,1917,LinkedIn,Dropped,8/2/2023,129,7/1/2023,3/17/2025 4:32
21331,4906,80,28,564,AdWords,Completed,2/1/2023,131,6/17/2025,7/3/2021 7:56
21332,12270,112,361,1520,LinkedIn,In Progress,11/12/2024,112,8/17/2022,2/14/2024 8:42
21333,2440,154,337,1481,Direct,Completed,1/2/2022,74,4/19/2024,1/19/2024 23:27
21334,7437,193,203,1329,Referral,In Progress,4/25/2021,36,3/4/2024,8/19/2023 13:52
21335,9710,156,67,852,Referral,In Progress,8/13/2020,51,3/19/2024,4/27/2022 12:08
21336,4800,188,139,675,Direct,Dropped,5/10/2023,124,12/11/2020,10/25/2021 17:44
21337,3316,103,167,896,Referral,Dropped,5/1/2021,65,4/30/2021,6/5/2022 3:10
21338,13304,22,197,661,LinkedIn,In Progress,5/22/2022,108,3/22/2022,10/8/2021 17:58
21339,17141,143,273,781,LinkedIn,In Progress,8/3/2022,86,2/13/2021,2/7/2022 21:39
21340,4422,170,333,205,AdWords,In Progress,1/28/2020,67,12/16/2023,7/11/2020 19:28
21341,15914,14,252,673,AdWords,Dropped,1/3/2022,25,9/3/2023,10/21/2021 14:59
21342,16105,132,419,1259,Referral,Completed,4/13/2023,34,1/22/2025,6/7/2023 6:57
21343,19965,123,317,1394,Direct,Completed,1/29/2024,27,4/13/2024,10/19/2023 12:06
21344,17865,129,350,1556,LinkedIn,Dropped,10/27/2021,30,4/2/2025,4/1/2024 1:26
21345,19476,22,249,55,LinkedIn,Dropped,8/10/2025,112,3/2/2024,2/18/2020 8:59
21346,12700,78,294,1223,AdWords,In Progress,1/4/2020,177,8/23/2020,4/23/2023 4:21
21347,13166,166,10,1013,AdWords,Completed,6/4/2025,131,5/25/2020,9/30/2022 0:56
21348,7253,114,417,1249,Referral,Completed,5/20/2023,179,5/24/2020,5/31/2023 18:30
21349,7781,63,173,863,Referral,Dropped,11/12/2021,61,5/23/2021,5/6/2022 19:29
21350,10034,165,464,2100,LinkedIn,Completed,10/26/2022,30,9/25/2025,9/27/2025 18:27
21351,15236,2,236,1123,LinkedIn,In Progress,8/30/2020,32,10/5/2024,1/15/2023 21:19
21352,5602,33,305,2162,AdWords,Dropped,8/5/2021,140,2/20/2020,11/19/2025 12:14
21353,11612,178,170,576,Direct,Completed,2/15/2021,126,5/20/2023,7/22/2021 5:14
21354,9715,136,61,979,Referral,Dropped,6/21/2021,143,4/17/2021,8/28/2022 9:52
21355,9737,28,321,861,AdWords,In Progress,7/27/2022,72,10/19/2021,5/4/2022 10:11
21356,9985,46,251,1623,AdWords,Dropped,5/13/2024,85,1/10/2024,6/3/2024 22:16
21357,17242,191,227,1836,Direct,Dropped,1/18/2025,92,5/18/2023,1/2/2025 15:22
21358,8630,2,178,712,AdWords,Dropped,1/27/2025,16,7/15/2022,12/11/2021 22:05
21359,18894,29,84,712,Direct,In Progress,7/27/2021,32,2/18/2020,12/4/2021 0:44
21360,6640,109,292,2171,Referral,In Progress,11/25/2022,59,3/19/2024,12/5/2025 18:15
21361,3145,192,399,990,Referral,Completed,4/17/2020,108,2/7/2022,9/6/2022 4:26
21362,4990,157,205,878,AdWords,In Progress,10/24/2023,138,8/23/2025,5/24/2022 5:22
21363,12154,102,483,814,Referral,Completed,6/11/2022,67,4/16/2023,3/10/2022 5:00
21364,3751,15,323,19,AdWords,Dropped,5/25/2024,49,11/9/2023,1/15/2020 4:44
21365,10730,66,373,1859,AdWords,In Progress,7/19/2025,78,9/19/2022,1/23/2025 5:06
21366,16085,88,237,839,Referral,Completed,4/6/2022,126,9/29/2021,4/14/2022 12:44
21367,1565,142,426,305,Referral,In Progress,10/10/2021,148,10/29/2025,10/25/2020 0:38
21368,16522,148,51,1512,Direct,Completed,1/12/2024,66,12/19/2020,2/7/2024 0:39
21369,7799,65,17,856,Referral,Dropped,5/25/2022,141,2/7/2024,4/27/2022 13:49
21370,8778,20,78,1985,LinkedIn,Completed,9/19/2020,81,11/18/2021,6/1/2025 7:48
21371,5013,104,409,1783,LinkedIn,In Progress,12/21/2021,21,3/26/2025,11/9/2024 8:47
21372,9210,98,397,245,Referral,In Progress,12/20/2025,104,10/30/2021,8/29/2020 22:59
21373,8404,49,396,1467,Direct,Completed,5/10/2025,41,10/29/2024,12/28/2023 9:48
21374,9950,37,326,1484,Referral,Completed,10/31/2020,109,9/29/2021,1/10/2024 5:39
21375,3041,13,91,564,LinkedIn,Completed,2/27/2021,98,4/28/2023,7/8/2021 8:38
21376,7262,13,494,1307,Direct,In Progress,12/10/2020,160,9/20/2023,7/27/2023 17:56
21377,8602,117,410,1899,AdWords,Completed,4/2/2025,151,8/30/2025,3/8/2025 14:17
21378,7473,96,72,838,Referral,Completed,9/24/2023,151,10/18/2023,4/10/2022 3:35
21379,16294,182,282,1953,Referral,Completed,4/25/2024,138,8/6/2024,4/23/2025 1:55
21380,15525,174,287,1207,LinkedIn,Completed,9/7/2023,64,8/28/2024,4/13/2023 5:21
21381,11646,10,414,402,LinkedIn,Completed,3/5/2024,86,4/26/2025,2/5/2021 16:01
21382,15632,27,491,474,Referral,In Progress,4/5/2025,87,11/27/2023,4/18/2021 6:47
21383,10323,174,92,220,LinkedIn,Dropped,12/2/2023,42,3/23/2022,7/26/2020 22:25
21384,10241,141,139,2190,Referral,In Progress,5/16/2021,37,1/12/2020,12/22/2025 22:49
21385,19175,25,170,1150,AdWords,Completed,10/30/2024,173,4/9/2022,2/13/2023 19:31
21386,15991,64,140,793,Referral,In Progress,4/5/2020,55,8/31/2020,2/25/2022 14:22
21387,19920,48,336,205,LinkedIn,In Progress,4/7/2024,79,2/19/2022,7/15/2020 23:56
21388,725,142,192,2179,Direct,Dropped,2/3/2024,178,2/21/2022,12/8/2025 20:39
21389,2092,30,143,972,AdWords,In Progress,2/17/2023,26,12/22/2023,8/27/2022 1:45
21390,11241,187,336,1477,LinkedIn,Dropped,2/24/2022,165,1/31/2025,1/7/2024 20:17
21391,19076,140,226,1344,AdWords,Dropped,2/22/2022,108,6/29/2025,8/25/2023 11:18
21392,18410,107,338,67,Direct,Dropped,9/17/2024,154,10/20/2025,3/3/2020 9:23
21393,4783,115,92,639,Direct,In Progress,6/23/2020,128,9/25/2020,9/28/2021 16:03
21394,13671,63,138,221,AdWords,Dropped,2/5/2023,69,2/16/2020,7/25/2020 17:53
21395,1248,72,421,1324,LinkedIn,In Progress,9/23/2022,114,5/31/2021,8/12/2023 15:59
21396,15292,58,477,1653,AdWords,In Progress,5/17/2025,60,5/7/2021,7/1/2024 9:45
21397,3810,39,104,2056,Referral,In Progress,11/29/2020,82,10/27/2024,8/17/2025 7:01
21398,17582,149,191,2020,Referral,Dropped,6/15/2024,125,11/19/2022,6/29/2025 20:29
21399,14599,56,26,1497,Direct,In Progress,5/1/2025,35,2/24/2025,1/26/2024 21:48
21400,14227,81,307,1609,Direct,Completed,10/29/2025,84,7/23/2024,5/24/2024 12:37
21401,1550,92,291,1131,Direct,Completed,6/25/2023,32,12/29/2025,1/30/2023 15:30
21402,19402,15,147,1289,Referral,Dropped,12/6/2023,78,8/13/2020,7/11/2023 7:39
21403,17809,124,143,1677,LinkedIn,Completed,7/17/2024,30,1/19/2022,7/22/2024 11:15
21404,16403,154,287,1980,Referral,In Progress,11/10/2024,156,11/14/2023,5/27/2025 16:52
21405,18562,125,429,1934,Referral,Dropped,9/16/2024,31,3/30/2023,4/10/2025 15:32
21406,4780,78,454,294,Direct,Completed,4/8/2022,76,8/21/2022,10/20/2020 8:57
21407,5042,175,284,466,AdWords,In Progress,6/2/2020,148,3/22/2025,3/29/2021 18:49
21408,14680,185,411,1846,Referral,Dropped,11/18/2020,100,2/4/2022,1/16/2025 16:02
21409,15252,21,50,840,LinkedIn,Completed,10/30/2024,126,1/16/2024,4/9/2022 23:59
21410,16195,134,307,1885,LinkedIn,Dropped,5/24/2024,92,7/29/2024,2/24/2025 7:17
21411,1802,196,108,957,AdWords,Dropped,5/3/2023,140,11/1/2023,8/2/2022 11:56
21412,1876,185,239,817,Direct,Dropped,4/29/2022,98,8/30/2024,3/23/2022 8:09
21413,6383,146,24,1602,Referral,In Progress,2/5/2025,158,10/11/2020,5/7/2024 5:01
21414,7955,128,127,1579,Referral,Dropped,10/2/2023,153,7/2/2022,4/16/2024 9:50
21415,1944,40,359,675,LinkedIn,Completed,3/14/2021,127,12/14/2021,10/25/2021 8:29
21416,2725,58,346,898,AdWords,In Progress,7/9/2021,68,6/24/2024,6/13/2022 3:29
21417,19461,195,305,988,Referral,Dropped,9/19/2021,13,7/6/2023,9/6/2022 10:24
21418,4716,116,160,1696,LinkedIn,Dropped,11/23/2020,141,7/6/2022,8/16/2024 20:42
21419,9923,54,226,1837,AdWords,In Progress,1/13/2024,152,12/30/2025,12/29/2024 21:50
21420,16502,102,45,1876,AdWords,Completed,5/20/2023,40,9/20/2022,2/17/2025 5:55
21421,104,131,65,1538,LinkedIn,Dropped,10/16/2025,116,11/4/2023,3/17/2024 17:23
21422,2506,146,332,437,LinkedIn,Dropped,10/10/2025,129,8/28/2020,3/4/2021 3:58
