QuizAttemptID,EnrollmentID,QuizType,Score,MaxScore,AttemptDate,CreatedDate
42959,14924,Pre-test,59.86,100,2021-06-20,2023-04-06
42960,24046,Final,44.54,100,2022-09-22,2021-08-20
42961,23923,Final,48.27,100,2025-10-25,2023-06-02
42962,20686,Weekly,53.09,100,2022-10-08,2025-03-30
42963,21329,Weekly,80.81,100,2020-11-29,2024-12-13
42964,13970,Pre-test,83.7,100,2023-02-04,2023-03-28
42965,3568,Pre-test,97.16,100,2021-08-24,2022-03-27
42966,4067,Pre-test,60.51,100,2024-05-08,2025-02-07
42967,23664,Weekly,80.61,100,2025-10-17,2021-03-18
42968,4343,Pre-test,69.17,100,2023-03-20,2023-05-31
42969,4186,Pre-test,57.07,100,2022-12-28,2022-06-02
42970,2729,Final,65.98,100,2020-05-28,2025-12-11
42971,11406,Weekly,57.08,100,2021-07-08,2022-03-09
42972,7480,Pre-test,88.48,100,2023-12-18,2024-01-07
42973,13286,Pre-test,55.45,100,2024-04-09,2020-01-18
42974,21655,Final,71.56,100,2020-02-07,2021-08-02
42975,9273,Pre-test,73.77,100,2023-07-04,2023-12-15
42976,13987,Weekly,97.1,100,2023-03-19,2022-10-15
42977,23204,Weekly,63.86,100,2021-08-23,2020-06-24
42978,14843,Weekly,66.81,100,2022-10-17,2020-02-09
42979,17045,Weekly,99.44,100,2020-10-11,2023-04-17
42980,8709,Final,63.37,100,2025-06-09,2025-02-12
42981,13330,Weekly,74.63,100,2020-10-20,2021-01-01
42982,19719,Pre-test,67.66,100,2023-01-02,2021-08-11
42983,10015,Weekly,79.99,100,2022-05-18,2021-02-10
42984,17943,Final,91.52,100,2021-05-06,2022-08-23
42985,3487,Final,65.13,100,2025-01-12,2020-08-04
42986,15348,Pre-test,70.36,100,2020-02-10,2024-10-29
42987,13948,Final,44.15,100,2023-05-05,2022-07-12
42988,18777,Pre-test,65.38,100,2025-10-07,2025-05-11
42989,22189,Pre-test,92.76,100,2020-10-07,2020-11-18
42990,18067,Final,40.67,100,2023-11-10,2020-03-23
42991,14502,Final,57.24,100,2021-11-20,2021-01-28
42992,13567,Weekly,67.07,100,2024-01-13,2022-06-19
42993,21079,Pre-test,66.64,100,2020-05-29,2023-04-20
42994,20688,Pre-test,92.82,100,2025-02-07,2025-11-21
42995,21225,Final,48.68,100,2025-05-02,2025-07-27
42996,1768,Pre-test,74.58,100,2022-03-22,2024-10-18
42997,577,Final,63.27,100,2024-04-28,2021-10-23
42998,10362,Final,81.18,100,2021-06-21,2024-07-06
42999,24519,Pre-test,58.9,100,2020-11-18,2020-01-28
43000,18156,Final,79.97,100,2020-08-19,2025-06-15
43001,15451,Weekly,89.49,100,2022-06-12,2022-07-18
43002,13915,Weekly,85.72,100,2023-01-30,2025-02-19
43003,5437,Weekly,64.01,100,2020-10-26,2022-05-17
43004,5099,Weekly,53.55,100,2022-08-16,2020-11-12
43005,12320,Pre-test,66.93,100,2025-02-18,2020-04-04
43006,10562,Final,67.1,100,2022-04-11,2025-08-15
43007,6337,Weekly,56.14,100,2024-02-11,2020-12-15
43008,15053,Final,46.98,100,2020-12-08,2023-03-12
43009,20389,Final,67.18,100,2021-04-12,2025-06-18
43010,19479,Pre-test,40.81,100,2022-06-09,2021-11-04
43011,10113,Final,90.38,100,2021-11-06,2021-04-19
43012,12408,Weekly,98.46,100,2024-05-30,2023-04-12
43013,16244,Final,47.51,100,2025-03-23,2025-10-26
43014,8954,Final,81.08,100,2021-08-02,2023-03-07
43015,16356,Weekly,48.93,100,2023-05-13,2022-04-24
43016,10736,Final,57.34,100,2022-02-23,2023-05-14
43017,14235,Final,51.23,100,2024-02-17,2020-10-22
43018,5256,Weekly,51.13,100,2023-10-13,2024-01-09
43019,21806,Weekly,88.5,100,2022-01-21,2023-09-22
43020,17780,Pre-test,61.39,100,2022-05-08,2024-07-17
43021,10847,Weekly,69.23,100,2024-03-10,2020-05-28
43022,5561,Final,45.26,100,2023-03-27,2022-11-28
43023,19979,Weekly,64.15,100,2025-01-14,2024-12-10
43024,22562,Weekly,88.52,100,2023-01-09,2021-05-27
43025,11865,Weekly,50.54,100,2024-08-03,2020-08-14
43026,1816,Weekly,66.2,100,2023-06-30,2021-01-07
43027,11302,Weekly,99.88,100,2025-07-16,2020-09-22
43028,16961,Pre-test,50.69,100,2021-08-02,2024-03-18
43029,19983,Pre-test,59.13,100,2020-08-16,2021-09-04
43030,3553,Final,49.78,100,2025-07-20,2022-01-03
43031,5526,Pre-test,50.18,100,2022-06-14,2022-02-08
43032,14707,Final,93.24,100,2020-05-01,2021-01-18
43033,20888,Weekly,41.24,100,2024-05-11,2025-07-11
43034,6993,Weekly,54.63,100,2025-01-12,2023-12-19
43035,22810,Weekly,88.23,100,2025-02-28,2020-09-02
43036,9088,Weekly,73.63,100,2025-07-13,2024-10-31
43037,21585,Weekly,83.44,100,2023-07-10,2022-07-06
43038,9385,Final,95.19,100,2023-07-08,2020-12-20
43039,18934,Final,50.72,100,2020-09-03,2023-03-08
43040,2173,Pre-test,66.29,100,2020-08-22,2020-07-04
43041,18787,Final,47.43,100,2024-08-26,2025-03-09
43042,6751,Final,44.77,100,2021-12-25,2022-12-16
43043,17828,Final,80.8,100,2020-02-20,2023-01-07
43044,11952,Final,91.3,100,2020-08-15,2023-07-04
43045,19355,Final,41.86,100,2022-05-05,2020-05-07
43046,24923,Pre-test,68.28,100,2021-09-23,2025-11-14
43047,12646,Pre-test,65.08,100,2022-05-24,2024-07-16
43048,1414,Weekly,45.48,100,2024-03-17,2020-06-07
43049,15523,Weekly,43.78,100,2021-05-12,2022-05-10
43050,15805,Weekly,96.06,100,2020-08-24,2021-07-31
43051,10162,Pre-test,96.51,100,2022-02-26,2025-06-22
43052,17158,Final,78.27,100,2022-12-13,2023-08-24
43053,13074,Pre-test,50.43,100,2020-10-19,2021-05-29
43054,21135,Weekly,59.49,100,2023-12-02,2022-09-02
43055,3377,Final,66.36,100,2023-07-27,2022-09-28
43056,10571,Final,42.43,100,2022-10-04,2025-01-06
43057,6040,Final,61.85,100,2022-06-12,2025-11-05
43058,4119,Final,72.39,100,2025-02-07,2024-06-11
43059,13099,Final,71.73,100,2021-10-05,2023-04-09
43060,22176,Pre-test,60.97,100,2021-02-26,2021-06-09
43061,7305,Final,84.36,100,2022-08-16,2020-04-28
43062,3626,Weekly,73.83,100,2024-11-10,2022-03-02
43063,15377,Final,61.18,100,2024-06-12,2025-04-16
43064,23721,Weekly,95.63,100,2025-06-03,2024-10-14
43065,21146,Pre-test,41.02,100,2023-11-02,2020-05-01
43066,5220,Pre-test,61.87,100,2025-11-22,2020-04-29
43067,8593,Weekly,45.95,100,2021-10-01,2024-01-12
43068,1491,Weekly,81.53,100,2022-11-29,2024-06-22
43069,17495,Pre-test,61.81,100,2020-12-18,2025-09-05
43070,9298,Pre-test,47.1,100,2023-05-28,2020-12-27
43071,8533,Weekly,44.66,100,2022-04-08,2025-11-14
43072,373,Final,74.63,100,2021-12-04,2025-12-16
43073,11553,Pre-test,89.43,100,2023-11-02,2022-11-03
43074,21556,Final,65.97,100,2024-04-20,2020-09-14
43075,12374,Weekly,63.98,100,2025-01-31,2023-10-16
43076,4122,Weekly,91.39,100,2025-08-27,2021-05-13
43077,7278,Final,60.68,100,2025-02-05,2025-11-19
43078,18011,Final,82.12,100,2023-12-01,2020-12-28
43079,9726,Weekly,68.57,100,2022-12-05,2021-09-26
43080,19403,Pre-test,97.79,100,2021-03-23,2022-05-31
43081,14300,Final,80.5,100,2023-05-01,2022-08-06
43082,19423,Final,62.59,100,2025-11-16,2020-06-20
43083,18090,Final,54.96,100,2022-01-13,2023-03-30
43084,20971,Pre-test,52.01,100,2021-08-17,2022-02-19
43085,2364,Final,67.82,100,2022-05-22,2022-08-08
43086,19667,Weekly,41.46,100,2020-09-25,2023-08-26
43087,955,Pre-test,63.53,100,2023-06-28,2022-01-18
43088,17878,Weekly,82.88,100,2020-04-22,2021-04-24
43089,19807,Weekly,73.16,100,2024-06-23,2023-01-24
43090,21563,Pre-test,77.32,100,2021-01-23,2022-02-28
43091,18793,Weekly,43.28,100,2020-06-01,2023-01-22
43092,3270,Weekly,58.59,100,2020-04-21,2021-05-22
43093,5971,Pre-test,89.49,100,2023-09-02,2022-07-09
43094,17368,Pre-test,68.24,100,2020-04-24,2023-10-07
43095,12282,Pre-test,81.8,100,2025-11-03,2022-11-04
43096,22380,Pre-test,50.03,100,2023-12-01,2021-06-04
43097,12486,Final,44.77,100,2021-05-21,2020-12-30
43098,13020,Pre-test,72.9,100,2023-09-16,2024-06-14
43099,17516,Final,70.88,100,2023-03-20,2023-07-18
43100,14894,Weekly,75.9,100,2020-11-01,2021-09-29
43101,13655,Weekly,57.48,100,2021-09-06,2024-12-05
43102,24025,Final,48.64,100,2021-11-11,2022-01-08
43103,16981,Pre-test,87.55,100,2021-09-01,2025-11-23
43104,11937,Weekly,81.54,100,2021-08-25,2020-11-03
43105,20895,Pre-test,80.58,100,2021-08-06,2025-12-22
43106,22973,Pre-test,57.48,100,2023-08-07,2020-08-30
43107,23148,Pre-test,83.66,100,2020-03-05,2021-02-21
43108,1451,Weekly,40.94,100,2023-06-07,2025-05-31
43109,16690,Weekly,50.39,100,2021-02-01,2022-04-28
43110,4555,Final,65.93,100,2022-07-04,2023-04-08
43111,17159,Pre-test,89.53,100,2025-03-09,2024-09-22
43112,18992,Pre-test,66.46,100,2022-08-04,2020-03-17
43113,3136,Weekly,72.19,100,2024-01-12,2023-05-25
43114,20930,Pre-test,46.88,100,2023-03-08,2025-12-14
43115,20066,Final,58.01,100,2020-10-12,2024-01-23
43116,9068,Weekly,86.96,100,2024-12-12,2022-04-26
43117,17672,Final,60.02,100,2021-05-18,2023-06-25
43118,16428,Final,87.59,100,2020-08-31,2020-09-23
43119,20678,Final,45.92,100,2025-08-04,2020-03-23
43120,18300,Pre-test,58.8,100,2023-07-04,2021-03-03
43121,6328,Weekly,80.95,100,2020-11-24,2024-12-18
43122,6265,Weekly,60.29,100,2025-09-20,2023-05-26
43123,3303,Pre-test,92.58,100,2022-05-02,2025-09-21
43124,15904,Final,60.23,100,2020-06-08,2023-04-05
43125,8529,Pre-test,66.4,100,2023-10-28,2020-05-08
43126,21448,Weekly,79.18,100,2025-03-12,2021-12-26
43127,19769,Final,54.43,100,2020-01-09,2022-01-21
43128,18563,Weekly,76.33,100,2021-10-24,2020-05-08
43129,1033,Pre-test,78.58,100,2025-12-30,2023-12-07
43130,4681,Pre-test,63.08,100,2022-08-14,2021-05-01
43131,18231,Weekly,92.47,100,2024-05-22,2022-07-30
43132,10567,Pre-test,48.82,100,2020-07-12,2025-07-02
43133,9255,Final,57.76,100,2023-04-18,2024-07-14
43134,3405,Final,85.94,100,2020-08-30,2021-05-07
43135,9632,Weekly,75.86,100,2022-10-26,2022-07-18
43136,9734,Final,87.32,100,2022-11-21,2020-11-06
43137,21141,Final,61.78,100,2022-12-29,2021-04-08
43138,18139,Final,69.67,100,2025-06-23,2022-12-30
43139,8960,Weekly,47.22,100,2024-09-16,2022-01-28
43140,2016,Pre-test,53.9,100,2020-08-07,2020-12-02
43141,13017,Final,70.06,100,2021-05-20,2021-08-23
43142,24077,Weekly,48.54,100,2020-03-07,2023-12-21
43143,11039,Weekly,58.32,100,2020-07-26,2020-08-15
43144,8432,Weekly,97.98,100,2021-02-05,2023-08-24
43145,18394,Pre-test,56.45,100,2022-08-14,2021-09-14
43146,13518,Final,93.1,100,2022-07-10,2023-04-19
43147,542,Final,46.36,100,2023-01-06,2023-07-04
43148,1342,Pre-test,82.12,100,2023-10-27,2024-11-22
43149,1684,Pre-test,46.34,100,2020-05-10,2022-03-31
43150,19217,Pre-test,68.29,100,2022-09-02,2023-05-27
43151,14496,Pre-test,66.78,100,2023-08-27,2022-11-25
43152,17763,Final,44.0,100,2025-05-26,2022-10-03
43153,16190,Weekly,50.8,100,2022-01-03,2022-11-24
43154,10081,Pre-test,50.46,100,2024-07-23,2024-07-20
43155,17015,Final,52.01,100,2021-06-22,2021-12-03
43156,9654,Weekly,72.2,100,2022-08-26,2023-10-15
43157,5002,Pre-test,84.59,100,2025-03-31,2020-08-23
43158,22247,Final,59.11,100,2023-08-24,2025-07-26
43159,22150,Weekly,75.03,100,2023-02-21,2024-07-21
43160,558,Pre-test,66.69,100,2023-04-18,2021-03-02
43161,1136,Final,47.72,100,2020-08-08,2022-08-16
43162,3985,Final,48.08,100,2023-05-31,2023-10-25
43163,20492,Weekly,99.79,100,2022-10-13,2024-11-04
43164,21505,Pre-test,82.58,100,2023-05-26,2020-04-12
43165,4169,Final,43.17,100,2021-08-23,2020-07-27
43166,23955,Final,67.42,100,2020-01-20,2025-05-07
43167,6192,Weekly,81.31,100,2024-02-28,2024-04-10
43168,21778,Pre-test,67.59,100,2021-06-13,2022-02-08
43169,10621,Weekly,56.79,100,2022-07-05,2020-05-22
43170,5504,Final,63.65,100,2025-02-12,2024-02-18
43171,10535,Final,44.55,100,2021-09-03,2022-07-31
43172,21956,Final,59.67,100,2024-04-06,2023-11-24
43173,18011,Pre-test,51.67,100,2021-08-21,2025-06-11
43174,16187,Final,48.69,100,2021-03-22,2023-08-06
43175,22970,Weekly,78.61,100,2020-01-07,2024-03-22
43176,7633,Final,40.44,100,2020-08-04,2020-07-26
43177,6890,Final,86.42,100,2020-04-12,2020-01-08
43178,1966,Weekly,99.46,100,2021-11-22,2023-05-01
43179,23712,Weekly,77.36,100,2021-08-24,2025-09-15
43180,5467,Weekly,55.79,100,2022-08-17,2025-06-04
43181,12412,Final,95.97,100,2022-09-25,2020-11-19
43182,1165,Weekly,50.09,100,2022-02-03,2024-03-10
43183,16854,Final,51.97,100,2024-02-27,2023-03-27
43184,12059,Pre-test,63.49,100,2022-07-01,2020-07-28
43185,3990,Pre-test,62.7,100,2025-07-01,2020-05-04
43186,24075,Final,96.55,100,2020-10-18,2024-10-10
43187,23740,Weekly,79.66,100,2024-09-19,2025-05-01
43188,2436,Final,77.65,100,2025-12-15,2023-07-10
43189,24293,Pre-test,77.44,100,2020-06-04,2025-09-11
43190,7064,Final,77.7,100,2025-10-03,2022-11-02
43191,18906,Final,92.38,100,2023-09-30,2022-02-11
43192,13889,Weekly,98.22,100,2023-04-20,2024-08-01
43193,4524,Pre-test,58.77,100,2025-08-03,2021-02-02
43194,22999,Pre-test,56.22,100,2024-12-15,2022-06-17
43195,15050,Pre-test,50.59,100,2020-01-11,2023-10-24
43196,5929,Final,52.88,100,2025-02-27,2024-01-26
43197,12807,Final,85.55,100,2024-11-12,2022-06-02
43198,8423,Final,44.19,100,2022-10-16,2025-03-06
43199,11716,Final,43.39,100,2023-05-18,2025-12-16
43200,14379,Pre-test,49.5,100,2021-06-08,2024-12-18
43201,22076,Weekly,68.6,100,2021-10-27,2022-03-06
43202,20129,Pre-test,57.72,100,2021-08-25,2023-04-22
43203,20546,Pre-test,41.05,100,2024-06-06,2020-02-09
43204,4254,Final,84.92,100,2020-12-29,2024-12-21
43205,494,Weekly,46.7,100,2024-01-09,2023-06-01
43206,10220,Final,67.84,100,2023-10-25,2022-08-07
43207,22007,Weekly,78.73,100,2021-05-10,2022-02-02
43208,10845,Pre-test,96.86,100,2024-09-23,2025-03-29
43209,3139,Weekly,79.36,100,2022-08-13,2021-10-02
43210,10201,Weekly,53.42,100,2021-03-08,2021-05-26
43211,13861,Final,91.15,100,2023-06-09,2021-10-27
43212,14739,Final,82.63,100,2023-08-17,2023-01-05
43213,22051,Weekly,91.0,100,2020-04-23,2024-07-17
43214,653,Final,48.99,100,2023-11-01,2024-04-16
43215,7531,Final,66.76,100,2022-02-21,2025-10-28
43216,5796,Final,85.12,100,2023-05-29,2023-05-02
43217,17973,Pre-test,71.36,100,2021-04-13,2025-04-01
43218,16682,Weekly,61.44,100,2022-04-14,2022-06-13
43219,14368,Final,71.36,100,2022-05-14,2023-10-13
43220,5947,Weekly,99.49,100,2024-03-12,2024-12-18
43221,11207,Weekly,92.93,100,2020-11-22,2024-12-23
43222,22655,Final,64.59,100,2020-01-14,2021-08-16
43223,8540,Pre-test,40.37,100,2020-05-18,2025-12-21
43224,17491,Pre-test,84.6,100,2023-03-12,2021-07-03
43225,4101,Final,40.8,100,2021-03-10,2020-06-01
43226,12796,Final,62.93,100,2023-05-14,2022-02-15
43227,13180,Weekly,46.73,100,2024-05-05,2021-04-13
43228,10511,Final,54.2,100,2023-09-08,2020-01-23
43229,4671,Weekly,59.17,100,2021-08-21,2024-04-21
43230,470,Final,77.25,100,2024-02-15,2022-11-03
43231,15492,Weekly,46.19,100,2025-04-27,2020-12-09
43232,23524,Pre-test,61.5,100,2022-04-22,2020-02-26
43233,5956,Final,64.71,100,2021-02-23,2021-01-31
43234,4039,Weekly,94.38,100,2021-04-17,2024-04-17
43235,5549,Weekly,95.13,100,2025-11-09,2025-08-28
43236,2671,Final,78.68,100,2020-05-22,2021-07-21
43237,6026,Pre-test,96.48,100,2024-07-01,2022-02-02
43238,2545,Final,45.17,100,2020-10-14,2024-11-16
43239,3320,Weekly,94.31,100,2020-09-21,2025-01-12
43240,561,Pre-test,86.95,100,2020-06-12,2020-06-09
43241,11847,Final,83.86,100,2020-12-15,2022-04-06
43242,8231,Weekly,88.77,100,2024-08-13,2021-08-28
43243,16532,Pre-test,97.37,100,2020-05-20,2022-05-10
43244,1959,Pre-test,68.32,100,2023-09-20,2024-06-05
43245,5494,Final,94.84,100,2021-11-09,2020-11-24
43246,5890,Pre-test,84.7,100,2024-05-28,2021-09-08
43247,20952,Weekly,52.4,100,2023-10-01,2020-08-17
43248,4847,Pre-test,51.59,100,2023-05-10,2025-04-30
43249,18234,Pre-test,53.85,100,2025-07-09,2022-01-19
43250,16692,Final,78.15,100,2022-04-02,2023-03-22
43251,15062,Pre-test,99.45,100,2021-11-12,2021-11-22
43252,18506,Weekly,59.94,100,2021-12-12,2022-02-02
43253,10160,Pre-test,55.14,100,2020-09-10,2022-02-25
43254,19146,Weekly,88.55,100,2022-03-09,2024-02-29
43255,7667,Pre-test,69.78,100,2023-02-04,2025-07-22
43256,7356,Weekly,62.4,100,2020-05-14,2024-07-20
43257,11778,Final,43.13,100,2022-01-08,2021-06-25
43258,24173,Pre-test,77.06,100,2020-08-22,2025-05-02
43259,10848,Pre-test,60.62,100,2024-09-28,2024-04-15
43260,21657,Pre-test,99.12,100,2021-11-22,2025-12-08
43261,4076,Weekly,85.85,100,2024-03-11,2023-05-04
43262,20948,Final,63.73,100,2022-04-15,2022-07-21
43263,6210,Final,58.37,100,2021-10-16,2021-01-15
43264,12907,Pre-test,77.76,100,2021-07-31,2024-01-23
43265,1276,Pre-test,57.73,100,2020-07-17,2024-11-15
43266,8372,Pre-test,74.01,100,2024-06-27,2023-08-12
43267,15765,Final,91.45,100,2024-01-16,2022-07-30
43268,13460,Pre-test,91.56,100,2020-10-10,2022-02-14
43269,18744,Weekly,96.74,100,2023-07-16,2024-01-24
43270,2483,Final,61.85,100,2020-04-08,2023-09-12
43271,13911,Weekly,83.13,100,2022-12-21,2023-02-23
43272,5855,Final,97.29,100,2024-11-30,2023-12-24
43273,17837,Final,41.48,100,2022-08-22,2025-12-28
43274,15921,Final,62.76,100,2024-02-06,2021-09-06
43275,6409,Pre-test,80.5,100,2023-10-31,2022-11-14
43276,9711,Final,41.68,100,2022-11-18,2022-10-25
43277,5612,Final,67.74,100,2025-05-25,2022-11-24
43278,14941,Weekly,64.88,100,2021-07-14,2020-01-04
43279,16398,Weekly,61.78,100,2022-09-18,2024-07-12
43280,21905,Weekly,63.23,100,2022-07-19,2020-09-05
43281,23664,Pre-test,95.01,100,2025-07-11,2020-08-25
43282,3331,Pre-test,97.92,100,2025-08-04,2020-03-02
43283,19306,Final,56.15,100,2025-03-15,2020-02-04
43284,3910,Weekly,59.14,100,2022-04-05,2020-10-16
43285,14717,Pre-test,99.67,100,2022-03-05,2021-04-25
43286,14175,Weekly,67.93,100,2021-04-30,2023-03-15
43287,12200,Final,80.7,100,2024-05-16,2021-11-22
43288,239,Final,99.86,100,2024-04-23,2021-09-17
43289,15993,Final,99.15,100,2023-06-04,2025-05-04
43290,13490,Weekly,96.93,100,2020-05-21,2024-10-04
43291,17166,Final,80.17,100,2025-10-21,2023-04-25
43292,14133,Pre-test,42.6,100,2022-01-15,2025-09-29
43293,6806,Final,69.91,100,2022-03-01,2022-04-10
43294,18603,Pre-test,70.33,100,2025-06-11,2022-03-30
43295,4138,Weekly,94.22,100,2022-06-20,2022-03-25
43296,17956,Weekly,42.14,100,2025-12-15,2023-09-04
43297,7398,Final,95.04,100,2020-01-09,2023-07-17
43298,11560,Pre-test,62.64,100,2020-05-14,2025-07-04
43299,11102,Final,97.25,100,2024-09-07,2025-02-20
43300,10622,Weekly,43.06,100,2020-08-20,2023-04-29
43301,23456,Final,47.24,100,2023-04-12,2020-09-18
43302,10819,Pre-test,65.4,100,2024-04-18,2023-03-15
43303,3210,Final,59.63,100,2024-06-23,2022-08-11
43304,2762,Pre-test,59.76,100,2024-03-13,2022-05-16
43305,14046,Pre-test,58.0,100,2023-08-01,2021-04-13
43306,20438,Pre-test,47.39,100,2021-01-25,2024-06-08
43307,12917,Weekly,97.85,100,2025-01-15,2024-09-30
43308,4702,Pre-test,53.47,100,2021-12-20,2021-09-25
43309,8297,Final,44.68,100,2021-09-01,2022-10-14
43310,4324,Pre-test,41.99,100,2022-05-19,2024-09-05
43311,23398,Final,41.54,100,2023-07-05,2022-09-25
43312,22913,Final,96.43,100,2022-04-06,2021-02-09
43313,8382,Weekly,43.45,100,2022-11-30,2022-09-27
43314,11080,Pre-test,80.86,100,2022-10-30,2024-08-06
43315,13800,Pre-test,48.06,100,2020-09-03,2021-09-30
43316,3641,Weekly,55.0,100,2021-02-06,2021-01-16
43317,19059,Weekly,91.97,100,2020-08-26,2022-11-11
43318,4434,Weekly,46.9,100,2024-04-04,2020-10-29
43319,22720,Weekly,85.2,100,2025-10-06,2023-07-30
43320,1276,Final,49.98,100,2020-10-10,2022-01-29
43321,277,Weekly,85.01,100,2022-07-15,2020-09-08
43322,2174,Final,61.87,100,2023-08-26,2020-10-17
43323,1303,Pre-test,93.8,100,2020-05-25,2025-04-13
43324,20380,Final,54.55,100,2022-01-10,2020-09-05
43325,15537,Weekly,57.4,100,2022-06-09,2022-04-01
43326,21964,Pre-test,94.21,100,2022-06-03,2025-12-25
43327,9299,Weekly,58.94,100,2020-02-28,2022-06-21
43328,10673,Pre-test,58.18,100,2021-11-21,2024-07-06
43329,11672,Pre-test,57.87,100,2021-11-23,2024-10-17
43330,14959,Weekly,93.31,100,2024-04-21,2021-03-07
43331,5448,Pre-test,84.07,100,2021-08-08,2024-12-05
43332,5924,Final,59.22,100,2020-07-01,2021-07-11
43333,8230,Pre-test,83.98,100,2021-05-04,2022-06-26
43334,17947,Final,83.34,100,2022-09-27,2021-02-19
43335,2590,Weekly,65.58,100,2021-09-16,2021-09-03
43336,23671,Weekly,42.38,100,2023-10-22,2024-04-02
43337,17600,Weekly,48.07,100,2021-03-20,2020-08-10
43338,14717,Final,69.55,100,2024-10-13,2024-07-03
43339,15241,Pre-test,56.86,100,2025-08-23,2020-10-16
43340,22424,Final,76.36,100,2024-06-11,2024-03-11
43341,8754,Pre-test,40.49,100,2021-03-29,2020-02-01
43342,14537,Final,76.8,100,2021-07-28,2023-03-26
43343,22758,Final,41.07,100,2025-04-16,2020-04-16
43344,19124,Pre-test,63.97,100,2024-07-18,2022-02-19
43345,13815,Final,42.77,100,2022-10-04,2025-12-22
43346,17466,Weekly,92.25,100,2020-06-12,2022-01-15
43347,24521,Final,63.04,100,2024-05-23,2025-10-03
43348,10213,Final,63.55,100,2025-10-04,2023-05-08
43349,22008,Weekly,58.03,100,2021-05-26,2023-01-08
43350,12697,Pre-test,58.34,100,2020-08-16,2022-09-01
43351,11788,Final,61.88,100,2022-12-02,2025-04-26
43352,11007,Final,97.39,100,2021-12-16,2020-05-29
43353,8714,Final,78.62,100,2023-06-05,2021-05-28
43354,4780,Weekly,91.34,100,2024-05-07,2025-06-11
43355,22911,Pre-test,95.21,100,2023-09-23,2023-11-26
43356,15530,Weekly,90.37,100,2023-04-16,2022-07-07
43357,22781,Final,95.79,100,2025-02-27,2025-03-16
43358,23533,Weekly,65.13,100,2025-06-26,2025-01-20
43359,2052,Weekly,82.3,100,2022-05-29,2024-05-22
43360,11900,Weekly,83.71,100,2021-11-26,2022-05-09
43361,24054,Pre-test,79.35,100,2021-04-04,2025-10-31
43362,23216,Pre-test,62.73,100,2021-11-27,2024-08-22
43363,6283,Pre-test,49.12,100,2024-05-21,2021-01-11
43364,13945,Pre-test,74.83,100,2020-12-08,2023-07-24
43365,7662,Pre-test,63.0,100,2025-06-24,2023-08-09
43366,13668,Final,67.54,100,2020-01-02,2021-05-28
43367,1142,Pre-test,48.66,100,2023-05-05,2020-06-29
43368,22534,Weekly,48.05,100,2021-10-27,2024-06-30
43369,21962,Final,60.41,100,2021-11-25,2025-12-07
43370,7751,Final,92.52,100,2021-10-12,2020-07-22
43371,5783,Pre-test,68.15,100,2021-12-20,2020-04-05
43372,21558,Weekly,75.05,100,2024-07-03,2023-11-23
43373,4262,Final,40.14,100,2022-06-27,2024-05-15
43374,6893,Weekly,83.23,100,2024-09-16,2025-07-15
43375,11398,Weekly,77.27,100,2023-08-12,2022-06-16
43376,10530,Final,89.75,100,2023-04-15,2020-01-01
43377,16361,Weekly,71.2,100,2021-06-27,2020-03-03
43378,2611,Weekly,92.53,100,2024-05-31,2021-02-12
43379,10691,Final,65.13,100,2020-09-18,2025-11-02
43380,6607,Weekly,71.81,100,2025-07-23,2023-08-01
43381,22314,Pre-test,95.77,100,2020-02-18,2021-07-15
43382,9763,Pre-test,75.33,100,2022-08-15,2021-01-17
43383,13256,Pre-test,63.3,100,2025-01-16,2021-12-12
43384,527,Weekly,62.41,100,2025-08-17,2021-02-14
43385,24039,Weekly,72.66,100,2021-08-08,2025-08-07
43386,1097,Pre-test,98.76,100,2021-05-01,2020-02-13
43387,3887,Pre-test,42.1,100,2020-12-28,2021-11-11
43388,7943,Final,96.18,100,2023-12-18,2023-09-06
43389,22790,Pre-test,90.56,100,2020-02-01,2024-05-20
43390,20885,Weekly,40.52,100,2023-05-22,2024-06-05
43391,10162,Final,66.48,100,2025-01-26,2023-09-21
43392,22545,Final,69.57,100,2025-03-17,2025-02-16
43393,23896,Weekly,74.24,100,2023-08-14,2025-12-24
43394,145,Final,57.45,100,2025-06-07,2023-09-20
43395,4124,Final,61.31,100,2022-03-16,2020-12-15
43396,18913,Weekly,50.36,100,2021-09-16,2023-01-03
43397,16332,Pre-test,57.44,100,2021-08-19,2020-04-07
43398,14775,Weekly,47.52,100,2025-04-30,2022-03-08
43399,17352,Final,67.63,100,2021-04-18,2023-07-18
43400,2901,Weekly,75.52,100,2024-10-15,2025-02-02
43401,19443,Final,79.38,100,2022-07-26,2025-03-05
43402,2312,Weekly,50.71,100,2023-08-04,2021-03-12
43403,15045,Weekly,96.0,100,2020-02-07,2024-09-12
43404,13019,Weekly,96.5,100,2025-05-26,2022-03-28
43405,9392,Pre-test,68.24,100,2021-07-23,2023-06-08
43406,7713,Final,90.79,100,2021-08-17,2020-07-13
43407,10690,Final,50.75,100,2022-01-11,2024-05-28
43408,15865,Pre-test,73.62,100,2023-01-28,2022-09-26
43409,9785,Pre-test,50.72,100,2023-07-08,2024-06-14
43410,10581,Weekly,59.88,100,2023-05-19,2022-11-25
43411,11796,Final,89.64,100,2020-06-29,2020-06-05
43412,17164,Pre-test,52.95,100,2020-01-10,2022-03-04
43413,22736,Weekly,99.5,100,2020-05-01,2021-01-18
43414,16871,Final,70.53,100,2025-05-10,2021-03-15
